CensusTract,holc_grade
42101004201,D
55101001002,C
26163526100,D
48113019800,A
42003250700,D
39099800600,D
34013009700,C
25005652500,C
6073007908,C
25017340100,C
36081015801,C
9003497300,A
27123032300,B
49035100307,D
34013019800,A
17031580501,D
49035103800,B
39003012700,C
48453001401,B
36093021700,C
55059001100,D
36061011600,D
36061021703,D
36061023200,D
17143000200,D
26163569500,C
22071002000,D
6037125501,B
34013002600,D
6037433403,C
42077001700,B
6037601211,C
39035185203,B
25005642400,A
36081092800,B
49035102801,D
34017010900,D
42091201607,B
6001410500,D
42077002201,A
34003019306,B
6037460502,B
21111007602,C
37067000301,D
34003021400,D
48439123400,C
42101020101,C
23005002300,C
49057200202,C
25005652000,B
36047003600,B
6037237101,C
18097322300,A
34013001300,D
8031002802,C
36081024000,C
34007604100,C
36047053400,C
25025140300,C
53063004700,C
17031160700,C
18097322200,A
47157006700,D
36085003600,D
36047012801,B
1101001600,C
31109002300,A
36081044301,D
26163579700,D
36065021602,C
17031150200,C
34017016600,D
29095011700,D
39035119800,D
17031580700,C
6073007301,C
29510123300,D
36047082200,B
36047061004,C
34003010200,C
6037481604,B
6037620305,C
39035141100,C
47037013800,D
36005016700,D
39049003800,C
51740212100,D
19013000200,B
26145000700,C
36047044500,D
17031600900,D
31055006400,A
6075042800,A
36047022600,D
36081100802,C
39035108301,D
6037701202,C
34013018100,C
39035109801,D
26163537300,C
6001402500,D
48029170900,D
36047052300,D
12103020800,D
26075000500,B
13021010400,D
6075026002,D
39095004503,C
27123034900,A
40109100500,C
39153503300,C
6019002300,C
6037213310,D
47037014400,D
25005652400,B
42101013200,D
29095009300,C
24510271002,B
19153002800,A
36047120200,C
42071013503,A
6073000300,C
6037603801,D
6037302004,C
39049005810,C
17167001500,D
13121001600,C
49035101800,C
6037212203,C
40109100700,A
42101013500,D
36061000800,D
31055005500,A
13089020400,C
6037213320,D
47157000200,D
48167724500,D
17031570300,C
20209040700,C
53063003000,C
18141003300,B
34031175703,C
36067005800,C
19153001800,D
36047061003,C
36061019600,D
39035161600,C
6037297110,D
25017351000,C
22071009700,D
36001001902,A
48245011800,B
42003180300,C
42003290400,B
6001420100,B
36081148300,B
13051011300,C
26125184400,C
26099268000,C
42091201704,C
36065021500,C
6037214600,C
12103020500,C
17031580502,C
24510260800,D
9001021500,D
36005039500,D
39035117400,D
17031020200,B
36005048400,C
34013019000,A
36081084500,C
36081051200,C
48167724900,B
18163000400,A
6037181500,C
39153504100,C
36081055400,C
42101006000,D
36047019300,D
34031181300,C
25017339900,C
36047119200,D
17031130300,B
34007605700,B
24510080102,B
24510261100,D
17031580800,C
6075015900,D
39113001100,B
12086005406,C
34031143300,C
6037221110,D
48113003902,D
55079007600,C
6037237900,B
42049002400,B
6037221810,C
26125141300,C
22071002700,D
6037302003,C
42101008601,B
55079016700,D
27123032200,B
42101016701,D
47037017000,C
36047113400,D
6073003113,D
34031180700,D
17031110300,C
36047024000,C
6075015200,D
17031150402,C
6037209402,D
25017311400,B
17031430400,C
17031170200,C
53033010402,D
36081063301,C
34013021602,B
17031030601,C
41051000901,D
6037234700,C
17031630900,C
34013001800,C
53033009400,D
36119004900,B
55079013000,D
17031090300,B
47157005700,C
6037195600,C
19153005300,D
36029004900,B
55079015800,D
36047058400,D
36081028500,B
6073004100,D
51760041200,D
36005016100,D
6037572302,C
34013004500,B
36081069300,B
9001080700,B
26163542100,A
13051002700,B
36081023200,C
36061017500,B
34013008800,D
36081100801,C
9003500500,D
6037481402,C
20177001100,D
36081146300,C
18167001200,D
36047120000,D
26163574800,A
6037209403,D
13021010100,D
39049001820,C
19163012200,C
6037269700,C
6075032801,B
6037192410,C
21111009800,B
18097355600,D
31055005700,B
25027732901,C
26163535500,C
51710001600,D
31109002002,B
25023511500,C
6037221820,C
41051000601,C
6001424001,D
6001403701,C
44007000200,B
13121004100,C
42101036501,B
41051002401,B
39049001810,C
34013002100,B
26163553100,C
36005026300,C
48201210700,C
36047047000,C
36005041800,C
6075013400,C
17031812302,C
6037275500,C
6075061200,D
6075026004,D
6037214901,C
42003260200,B
49035101000,B
6001428000,C
39035113101,D
25017310602,B
13051002600,B
34017003000,D
21117065000,C
17031821700,B
8031002702,C
36119001402,C
36081051100,C
42003192000,C
25027710400,C
42101024700,C
9001080100,C
17031821300,D
17167000900,D
29095016500,D
49057201700,D
6037533107,C
19153003902,C
12086005405,C
36047051602,B
26125173600,D
34013018200,C
22017023200,C
36061010800,D
13121012000,D
40109103000,D
34001011900,C
25017355000,C
36081008600,C
51760021200,C
12103023200,C
6037212303,C
17031030102,C
39035106800,C
42101001101,D
18003002800,C
27123033700,D
6037301300,A
6037213402,C
36047040400,C
22071009400,D
36029011100,C
36047008500,D
6001407000,C
6037571703,C
51760040400,C
19163011300,C
42101026500,B
55079070300,B
26163550300,A
4013113201,C
36047042800,C
42101035200,C
39035154603,C
6075020500,C
37063002300,D
6037273700,C
6001403502,C
36029003100,C
36005028800,B
36029003302,C
17197880905,C
6001402700,D
36005026701,B
34013004300,C
6073004300,B
6037620101,C
36047044300,D
36081011100,C
17201002700,D
40109101000,B
36119001800,D
6037461100,C
21111006500,D
6001426100,A
26163532600,C
1073003700,C
24510270600,B
39035118200,D
25025120700,C
36047030200,C
4013113202,C
42101021900,B
6001423300,D
42091201705,B
12086002501,C
6037600704,B
6073003004,D
34013021300,B
36029002702,C
39113003900,C
48029130600,D
39049002760,B
47093007000,D
36047039700,C
36047058000,C
27123037200,C
6037208301,C
39095000200,B
36061016800,D
17031010300,C
42003562400,C
17031460700,D
42003191400,C
36119001900,C
29510103700,B
34013014700,D
42101028100,B
42003561900,C
25017356602,B
34003030200,D
12086002004,D
42091204300,A
6037209401,D
25005641900,A
36081093402,B
6001403900,B
34003011200,C
29510123200,D
6037238400,B
39153507102,A
39049002900,D
48113004700,C
36029002900,C
51550020300,D
36005011800,C
17031140400,C
21111004600,C
6075025800,D
36081039900,D
17031020702,B
25017374600,C
42003120400,D
17031292200,D
34039034200,B
6001400800,D
18097321002,C
36061010601,A
6075047701,B
21111001000,C
6001422100,D
41051002801,B
6037183701,C
17031151200,C
17031051300,C
27053106900,C
36047002300,D
40143001500,C
6037224320,C
55079015700,D
6037501503,C
44007002300,B
6037199202,D
17031160601,C
24510120500,D
6037215102,C
13121002900,D
36081162100,C
6001401500,D
36055005400,C
29510112400,B
51710004200,D
36047112800,C
17031030101,C
55079017100,C
34017012400,B
36081003400,C
36119003400,B
47157007400,C
34017015700,C
36061002602,D
19163011200,C
6075032601,B
40143004500,A
17031814500,C
42101005400,D
26163501700,C
34031125000,C
42101002900,D
6037464200,A
36061019701,B
29095016000,D
6037296600,D
23005002200,C
36061007100,C
17163500900,D
6037576700,B
24510080500,C
17031840800,C
48201411900,A
6037125502,B
39035140400,B
12057001600,B
36119004700,A
26163526200,D
36085013400,C
29077000200,C
53063001500,C
13121001201,C
36047030000,C
17031809200,D
17031040900,C
42101011500,B
39035140600,B
39035183401,A
26163538400,A
24510090800,C
6037481901,B
22071001500,D
36081054000,C
25017352600,D
17031580600,C
6037239502,C
31055001100,D
53033009701,B
6001405401,C
36029000900,B
39035102101,B
39035112100,D
12057003000,C
48113000702,C
36029003301,C
36081056000,C
36047029800,C
39113010100,A
9003497100,B
26163566500,C
21111007900,B
36005027300,C
6073005900,C
17031310800,D
42101028200,B
24510190200,D
36047073000,B
6037212800,B
48453000500,A
39153505700,C
26163539400,B
48439102500,D
26163550100,A
22071011500,C
34007604200,B
42101038000,C
41051007500,C
9001020900,B
6075026001,D
12031001500,D
51710004600,C
34017011000,D
36081002000,C
29189213900,C
6037432802,C
6001405000,B
20209042600,D
36055009500,D
17031827000,C
36005040100,B
42049001300,D
18089012000,D
21111006400,C
54011001300,A
18097350800,D
22071011600,C
39153501900,C
18141010600,C
42003080400,C
53033010702,D
36061017800,D
36005036100,D
17031020701,B
34035051900,C
48029150800,C
36061014900,D
48029120300,B
42091202100,B
19013001400,A
25017352200,D
34003037201,C
17031620300,C
42049000800,C
48113003901,C
34017001400,D
53033010500,B
42049000700,C
38017000700,E
36029004700,B
17031611500,D
36081063800,C
27123042800,D
6075015300,D
36081015200,C
34013017600,C
55079013300,D
36061015300,D
39099812400,C
36047048600,C
36061026500,B
42101008400,C
36061026300,C
36119002403,C
39099801200,C
9003497200,A
34007604300,B
22071000800,D
55079003600,C
26163530200,C
36005021200,E
25017336402,C
48113001302,C
36081029400,D
42101018300,C
55079011300,D
47157001200,C
36015001100,C
33011002200,C
36047081600,B
41051001301,C
36047021100,D
31055002800,B
27053007700,C
34039034700,C
6037209300,D
39035110801,D
55079101400,C
24510270703,B
36047044100,D
6037212204,C
39095006900,B
25021400700,C
48201410900,A
9003500300,C
29510112200,C
55079007000,C
6037296220,D
6037204600,D
34039033400,A
17031806400,C
36047025700,D
53033008800,D
36029003700,C
34017005801,C
34013023100,D
40109102700,D
25025100100,C
19113002700,D
6001403800,B
17031200300,C
19153000201,C
17031710700,B
31055006603,B
6037531604,C
6075021500,C
42003563200,D
42003260900,C
19153003200,A
39113000801,B
17031720600,B
34039030200,D
36047045200,C
22071011900,B
47157011100,C
25025060101,C
36005005200,C
36047067600,B
22071001302,C
39035153104,C
22071000904,D
42101010500,D
17031200401,C
6037554802,D
29095005801,D
36005016500,D
53033007900,D
17031440101,B
48029140100,C
41051002701,B
25017341500,D
51760010401,B
17031840700,C
36047015100,C
42101008802,C
12031002901,D
51740210400,A
39035151500,C
17031681300,D
26163550600,A
24510270200,B
36085018902,D
36047066200,C
6037480012,C
48167724800,B
55079017300,C
19153005100,D
9009351601,C
27053111600,A
36061026900,B
17031040202,B
34017017100,C
17031831600,C
17031831700,C
12086000807,D
42079200800,A
42073000700,C
49035104900,B
36081029500,C
48375012000,D
9001030300,A
25009250900,D
24510260201,B
13089020700,C
42013100400,C
25017311100,D
34017015600,C
20173000800,D
13121001100,C
17031310700,D
48029140300,C
17031711100,C
6037209103,C
36081098100,C
25013811301,C
9001061300,C
53033010600,B
42003320700,C
25025100900,C
34039032200,B
25017310200,B
25017373700,B
25025070402,D
17031821800,B
6037273902,D
29095002300,D
29095005500,C
42101019000,B
18097350400,B
6073002002,A
36061018700,B
36047085400,B
9009350500,D
36007013800,C
27123030900,C
36047081800,B
17031842000,D
6037208401,C
6037600801,A
42101013300,D
12086006714,B
25025130300,B
27053103100,D
22071003400,D
36047057500,D
55079009200,B
36081094203,C
27053108600,B
47157002500,B
39153505800,C
47037013601,D
36005039901,B
17031070200,C
25025160200,D
26163522400,D
6001426200,B
25025110501,C
25023510400,C
13121001800,D
36081099200,C
51710003300,C
51710001100,C
36061013800,D
34001012402,C
27137001200,C
36029000800,B
39153520103,C
42003040600,C
26065000800,C
34013009900,C
34013016900,A
41051001900,B
53033005200,B
8101001500,A
36047032700,B
6037219020,C
36081015100,C
51710002600,C
53033010401,C
39035119702,C
36055006600,C
6001400300,C
27123036400,A
40109104700,D
6037186100,B
39035124300,C
6037240010,C
25005650900,A
34013004200,D
17031160200,C
47157006400,B
6037573100,C
21111007601,B
6073003304,D
6037541604,C
19163011800,B
36047038600,D
6001403702,C
47093001600,C
34023004400,C
24510120600,C
31055004200,B
6037101220,C
29095002200,D
39049009100,A
36067003900,C
24510271102,A
39035151800,C
20173002600,D
24510190300,D
6037297201,D
36047050900,D
26049002000,D
6037542105,B
6037302103,C
6037191500,C
49035101101,C
39035184106,C
6037272100,C
36081059500,C
13215001800,D
36055007600,C
36067005400,C
20209040600,C
25025070700,D
48029150501,C
48029111000,B
17197882601,B
24510272006,B
17043843900,C
51710003000,C
27053108000,B
24510200500,C
36081058200,C
39035101800,C
1097000401,D
6073007910,C
39113002700,C
48201211600,C
42101022000,B
6001410100,C
25017357500,B
39035141200,B
6037229300,D
22071009600,D
17031171000,C
29510105200,B
6037273600,D
25017310500,B
36067005601,B
26163577800,C
55079003700,A
24510271001,B
39035177104,C
31055002100,C
6037270100,C
36081020400,D
36047028000,C
39035181204,B
36081012100,C
1073003803,D
48167724700,B
51710002700,C
36029016900,B
48245005600,A
36061023400,D
44007000900,C
40143004302,A
54011001800,C
42003191900,B
44007013701,B
36061016300,B
39113000900,B
17031809900,B
29510102100,B
12086002403,D
34021001402,B
24005430104,C
53033011900,C
22071001401,D
36081079200,C
42077001600,B
17031826600,B
36081069702,C
34013001500,D
24510260301,B
6037208502,C
33011002300,C
25005652800,B
53033006100,B
36047045600,B
34017000902,D
36081140300,C
17031843300,D
36047112600,C
22071010300,C
53033004400,B
39113002200,C
36047034500,D
34039031903,C
42101024600,D
6001427800,C
21117060700,C
53033005100,B
36055003900,C
36065021701,A
36081068700,C
26099255600,C
12086004102,A
6037600201,C
39035111700,C
44007017400,B
22071001900,D
34003054500,B
18089020500,D
6075047801,B
26163577700,B
12031002802,D
34039039600,B
48113006302,C
26099250700,C
42003516200,B
17031440202,B
42101017702,D
36081112900,C
29095016200,D
6037275603,C
36047081400,B
6037570403,C
34003019204,C
42101020800,A
36061023100,D
12086006501,C
36119005400,B
26081000200,C
41051003301,D
26163545200,C
55079020600,C
31055000200,B
9001072900,C
34007603001,C
36081019200,C
39095001700,C
34007603002,C
36047015500,C
42003465800,B
34013016800,C
17031835000,C
26163522300,D
34013017900,A
36081117500,B
17031430900,C
27053000300,B
42101027200,B
18097310308,C
53033010701,D
17031480200,C
18141010700,C
22071006500,C
39151700300,C
17031191301,D
23005002101,C
25027730401,B
36047034100,C
27123033600,D
34003017300,C
36055008701,C
12031001600,D
34017014200,B
36081049700,C
26145002000,C
6037602106,C
36061015700,B
39035121403,C
42101016702,D
34031181500,D
17031491200,B
6037208904,C
41051000502,C
34007605400,C
6037533501,C
6037265602,A
27053105400,D
19153005200,D
48375010400,A
36047036100,D
17031806201,C
6037186403,C
34039034800,A
25025081100,D
39035150400,C
34039039200,C
6075022702,D
39035119501,B
34007605900,B
39095003700,D
34007605602,C
23005001200,B
24510150702,B
36029006902,C
36061017900,B
36005038600,D
25025170800,D
36119007100,B
36081015500,C
36065021202,C
25009251100,D
6037481202,C
17201003200,D
36061025300,C
42049001800,C
36047036502,D
34017016200,D
6037271300,B
39095000400,C
36065021601,C
22071001301,D
36047015700,C
17031740300,D
55079003900,B
6037535101,D
53063002000,C
36047053000,C
36081064101,C
6067000400,C
36055006900,C
26163545100,C
6001403600,B
6037533001,D
36047082000,B
36093020500,B
19155030501,B
19193000200,D
36055008100,C
42101027100,B
25025050700,D
29189212200,C
17031813600,C
36029003600,C
42101038200,D
26099263200,C
36047080200,B
27053003300,C
12086005304,C
29095004600,C
34017013100,C
26081002500,C
36081005800,C
39049002800,D
17031814700,C
6001421100,A
48201312600,A
42091204500,A
12086007101,D
20173001000,A
51710005800,D
42101032300,C
44007017500,B
47065012200,C
48453000304,B
6037302002,C
34039030900,D
36047094600,B
26081002900,C
19153004300,C
25017341800,D
6001405402,C
6073007907,C
17031560700,C
6037294610,D
39035122300,C
25017311700,B
39153506400,B
17031020901,C
20173002900,D
9003501700,D
13051011400,C
53063002900,C
36005021002,E
25017350500,C
36029002800,C
31109000800,B
36047080000,B
42101006700,D
29510104200,B
18141003000,C
36061018300,B
42101025600,A
9009350200,C
55079004800,C
42003040500,C
34003038200,C
42101030501,B
36005022102,B
36047037401,D
36085031902,D
47037012100,C
53033011600,B
1097001001,C
34013019600,B
25023511400,C
36081026600,D
55079020700,C
47037011900,D
25025140400,C
55079007700,C
27053010600,A
17167002300,D
34003033200,C
17201002400,D
36081061900,D
13051001200,C
25009250700,C
36047116800,D
6037185320,D
17031813400,C
36081014500,C
6037621001,D
19061000900,B
27053105700,C
44007015000,A
6037577200,B
36067005900,C
41051003702,B
39035121800,B
47157011500,C
37067000600,D
34031264101,D
26121001300,D
29095016100,D
36005022703,B
34017013700,D
48245006300,B
36029005900,C
6037143300,B
34003030300,D
17031815701,B
48439101402,B
24510150200,C
34003031200,C
25025030200,D
17031841000,D
12086005201,C
19153004200,D
9009351400,C
4013110701,B
44007015700,B
25017339300,C
6037302503,C
21111006600,C
24510280200,B
6037301702,C
27123033500,D
39023000300,C
27123036900,D
6073000400,C
42101025700,B
17031460600,D
25017341102,C
6001400900,D
17031700302,D
36005017300,C
36047115800,C
25021418102,C
17031440800,C
6037228320,D
42043020700,B
42003552000,B
17031191100,C
39151700600,B
34039032800,D
36055007500,C
29510111300,D
55079070200,A
17031710200,C
42049000500,C
18089011900,D
17031310500,D
24510120400,C
6037481713,C
25025040100,D
17031080202,D
36001001901,B
25017339400,B
26081003100,C
8031004201,B
26163521900,C
34003047100,C
42101026400,B
6037194401,C
34039031801,C
39153503702,C
42003111500,D
26163524200,C
25025060501,D
31153010615,B
39035114900,D
36047052500,D
18097354400,D
26125175200,D
17031030103,C
17143004300,C
6085501200,C
19153003002,A
36005003500,D
9001061400,C
36093033300,C
25025981600,C
39153503701,C
51710000400,C
6037554101,C
55079187000,C
17031460200,D
26065000100,C
1073003900,D
24510230100,D
48201210500,C
6037535503,B
6037227010,D
36005023502,B
29510124300,D
26163534600,C
17031720300,B
34017017300,C
17031490400,C
6037670324,A
36067001400,C
39113004200,D
47037019400,D
29510105500,B
6037194402,C
36047041402,B
17031671800,D
19153001200,C
6037188202,A
1073010703,B
17031081900,D
36047057600,C
6037262704,B
26163534200,C
6001406900,C
34021002601,C
42101034900,C
22051022500,C
6037197410,C
39035130106,B
34021000300,C
36047057800,C
48113001504,C
18141000100,C
31055002400,C
26125173300,C
36047031500,C
26163525000,D
24510160700,C
6037535702,B
12057003200,D
9009142200,D
6037310202,B
6037531702,C
36047016200,B
6037701201,B
44007001800,C
55079009800,C
36081103201,C
42133001200,C
36119002700,C
48201510500,C
27053105600,B
36081027700,B
25021416300,A
36005027900,C
17031220300,D
39035154100,C
41051000801,C
6037480201,A
6075035100,B
51760010800,C
39023000700,B
55079014600,D
26163501600,C
34001000200,B
17031140100,C
49035102701,C
48201320100,B
9001060800,B
6075015500,D
36015000500,B
6037188300,C
6075020200,D
21111006200,D
39035154604,C
42003430200,B
36005024300,C
6073001000,C
25009260700,C
55079011200,D
36093021200,C
42003191800,B
42101017400,D
17201001200,D
27123042900,B
42101003902,D
17031819200,C
42091200309,B
6037241201,B
48029110900,C
6001404700,A
42091201800,A
28049011400,D
42003051000,D
6001404101,C
17031530200,C
17031671900,D
12086005302,C
25021401000,C
34017013500,D
9001061500,B
25023511200,C
36029004200,B
25009250500,C
48029190800,A
36061008603,A
8031003401,B
36047017400,C
48141000600,C
40109105600,D
6037228210,D
1073003200,D
34031133702,B
17031814300,D
6037577501,B
17031191302,D
23005000200,C
25005651700,B
39035161000,B
36061019100,B
26081014200,C
6037265201,A
36081069400,D
6037267402,C
29510120200,C
36005037400,C
6001406300,C
26163510600,D
34039030400,D
36061010000,A
12086005410,C
8031004403,C
25025010801,B
36005043400,C
26081001000,C
55079004000,C
17031440600,C
6037206032,D
36061002500,D
42003140300,B
17197883700,D
6037433306,C
12086000804,D
6037197300,C
36061027100,B
37119000700,D
29095008100,C
42003080200,C
17031710300,C
41051004900,D
55079006900,C
6073011100,B
12086003400,D
6037463601,C
34031181200,C
48453000102,A
34017004900,C
25009205300,B
36081058100,C
17031560800,C
55079100300,D
12086007200,D
17031833900,D
36061013400,D
25025120103,B
47037016300,D
36047003000,B
42101020200,C
39023000901,C
39035183200,A
36047000502,B
42043021500,B
17031730201,B
36047004400,A
6037535604,B
6037531602,C
39035103800,C
6037216300,B
34031125100,C
6037267200,B
20173001500,D
34013017200,C
26163535200,C
17031570500,C
36081144100,C
17031411200,C
17031070500,D
19113001102,B
36081034700,C
20173003000,D
42077002000,A
36119002104,A
48381020500,B
6037222100,C
22071011400,C
51710002400,B
34003046200,C
17031250300,C
29077001800,D
48201310600,B
48029150400,D
42101024200,C
26163536100,C
29189217000,C
6037101210,C
22071009900,C
34003034000,C
9001080200,C
25025120400,C
36081015300,C
22071014300,D
34017019400,D
25005641400,D
53063003100,C
6037269907,C
17031190100,B
8031000302,C
36029004100,C
55079007500,B
26145001000,C
36081014100,D
42101010400,D
36047069200,C
22071011700,B
36047087200,B
6037192420,C
44007002200,C
9009142100,D
6037462302,C
49035101102,C
6001405600,C
6037535102,D
42101011400,B
6037234902,C
13121003600,D
17031231500,C
6037701701,D
39153508900,C
39035150100,C
6037201501,C
25009250400,C
36065020900,D
27137001800,C
29510115500,C
39035123900,B
42101017500,D
36081040400,C
36061011800,D
39035117600,C
36081084900,D
42003485000,D
6037531701,B
36061018100,C
51550020003,D
6001410300,C
25017350104,C
41051003601,C
36029010300,C
19163011400,C
12086003003,C
17031833300,D
6037310201,B
36061012600,D
47157003600,B
39035183100,A
18089031000,D
55079003400,C
27123031801,C
26163513600,C
6037462001,C
36047092000,D
17031750600,D
17031822500,C
47037013202,D
48245005400,B
25017312300,B
6037204910,D
6037195400,B
36081103900,C
26163539100,D
47157004300,D
36119006802,A
36047037500,D
36029002300,C
31055006806,A
26065000600,B
6037220000,C
36047021400,C
36081032000,D
6073006900,A
24510080302,C
26099256700,C
6037534804,C
18141003100,C
6037300502,C
13121004200,C
37119000600,D
48167724600,D
6075023001,D
26163532700,D
34013016400,A
6001423901,C
6037554900,D
39113165100,D
36081073100,C
48201510700,D
42003463900,C
24510130804,C
17089854200,B
8031002701,C
6075022704,D
36081063500,C
17031611600,C
25025170200,D
29095006100,C
39035116200,D
13121005501,D
26163545600,C
19193000500,D
24510250303,C
24005492102,B
17031831200,C
42003473401,A
36005006500,D
48113000300,A
26163538700,B
36061022700,D
13051002000,C
26099251600,C
1073002900,D
55079009400,B
26145000900,C
36047032300,B
42101020400,C
54011000101,C
29095005400,C
20209045100,D
42101029000,B
8031002902,C
26163574900,C
36005012102,D
17143001800,C
29095005601,C
36085012804,D
42101038600,A
27123032500,C
36061011000,D
6075013000,C
41051001701,C
55079185700,C
6001405700,C
6075030600,A
36005031000,C
22071012600,C
27053011703,A
27053126000,C
6001407400,C
12057004800,D
36081118700,C
47157011600,D
34039038800,D
42101025500,A
17031812400,B
34003004002,B
39095004900,C
36047065200,B
6075012902,C
17031210700,C
34013016700,D
42101033900,B
26125167400,C
6037461600,D
6001420500,C
19163011100,C
44007002102,B
36081053100,C
36047031100,D
6077001102,B
27053108700,B
34013009300,C
6037265510,C
47157003300,B
17197882801,C
25017354400,C
24510260900,D
36005045102,B
22071003600,C
17031310900,D
25025010405,D
48375011000,D
36047039200,C
42101027500,A
6037600911,C
20173002400,D
53033011300,D
17031812301,C
42101027800,B
36061025500,B
47157006000,C
6037187101,C
42101016901,D
36047001500,D
36119004100,B
48029130401,C
18163001000,D
55079016600,D
48453001605,A
34017001800,C
17031832900,D
6001406100,D
6001406602,C
17031390300,D
39049002000,C
6037208000,D
6037481902,A
41051001400,C
17031231100,C
31109000300,C
42101004202,D
31109002100,C
47157003500,A
20209040300,D
6037570602,C
17031690900,C
48141000800,B
17031161200,C
42101006100,D
39049004610,A
9003502800,C
42101010000,C
19193000600,C
42101029300,D
22071013800,D
6037700901,B
55079080400,B
9001072200,C
36047043000,C
36081047900,C
36081018900,C
47037018000,A
17031839500,D
6037621301,D
17031720700,C
36047079200,C
55079010700,D
39153520302,B
36081035300,D
12086001801,D
53033006900,B
13089020801,C
31055002200,C
27053101300,B
42003320400,B
19061000500,B
6073007905,C
42003191500,C
36093032300,B
17031161100,C
18097355300,B
25025082000,C
17031210400,C
53033009000,D
18141000400,C
18097320902,C
6037297202,C
6037241202,B
6037214000,B
39035187105,A
36081120100,C
36029001700,C
39035123800,C
42003512900,C
39035141300,B
42003552300,B
49057200400,D
53063004100,B
36005022800,C
48167725000,B
36061019500,B
34013021803,B
17031020100,B
25025050101,D
6037535701,C
6037214800,C
36081064500,C
36055008800,C
34039038700,B
17031700402,D
6037221900,C
42003483800,D
47157002700,C
48201311000,C
19193000700,D
39153510500,C
6001406202,C
6075026303,C
36047025500,D
26049000200,C
17031220901,C
6075016900,C
34017012500,B
26049000600,C
26163544200,D
48113000500,C
55079035100,A
9001071400,D
34013011700,C
26163525700,D
36085007700,D
17031711000,D
17031250200,C
17031840300,D
42101029800,C
27123031500,D
34031124322,A
25017353800,C
17031260400,C
39153503600,C
9003502600,C
18089020100,C
48113020300,C
6037700102,C
17031030104,C
36061028100,A
19155030900,B
6037203300,D
47037018500,A
39049004820,C
34013004801,B
6037461000,C
17031814800,B
6037213201,D
36029016600,C
12057003100,D
36029006602,A
36081071701,C
41051008301,C
26163552300,D
48439123100,D
41051000702,C
36005026500,B
25025110103,C
6037541400,D
26081003400,C
37119002400,B
27053011000,B
26163569300,C
36047035900,D
36119001303,C
8031002901,C
31109002400,A
47157003200,B
36081113900,C
34013013000,C
22071007501,D
18141000600,C
6037464100,A
21111005000,D
26081004300,C
34003021100,C
34013015400,B
26081002200,C
34013005000,C
36055013800,C
25025081900,D
36055008500,C
13089022700,C
34003018200,D
9003415300,C
27123030800,C
48113019900,C
6037297120,D
17031062500,C
6037234800,C
26163580300,D
17031421200,D
13121006200,C
17031191000,C
39035120802,D
48113005500,C
8101002100,C
6037481714,C
42003427000,C
21037051102,B
17031711500,C
39035130105,B
36081008500,D
36055004702,C
39035105400,C
36047012100,D
48029190400,A
42021001200,C
26075001300,C
31055003500,B
25005651100,B
22071012101,B
6037702202,C
25023511701,C
29510115100,B
39035118400,C
42079212700,A
17031730600,D
36081011900,D
37119980300,D
26065004100,B
26163540600,B
17031031100,C
42101009802,C
17031110200,C
39153510200,C
36047013100,D
36047007500,D
41051004102,C
17031490901,C
47157000800,C
21111006300,C
34017004102,D
6001401100,C
36047004300,D
34007604600,C
55139000800,C
29095000600,D
6037433302,C
34013005200,C
36005037200,C
42049002100,B
36061008800,D
6019002701,B
39113000802,B
25021418004,C
36029004300,B
44007011000,B
33011002100,C
19153000103,C
55079014300,D
17031290900,C
34007603800,B
36005041400,C
19061000600,B
55079185600,D
36081026700,C
39035113801,D
48439101700,D
42101027300,A
22051022400,C
6037481401,C
42101008801,C
42095010700,B
17031242600,C
29077005500,D
9009154500,B
34003037100,C
42101027402,A
39099813900,D
55079021000,C
36005004200,D
25013811102,D
34003043001,C
34003013002,C
25021417801,D
34017013200,C
36047028200,C
18089010500,C
39049005610,C
31055007003,B
36061020901,D
18163000900,C
6037430723,C
47037016200,D
48439104201,A
29510115400,B
48113002200,D
27053008200,B
36055010100,C
6037301205,B
17031640100,C
29189216300,A
1101001100,D
12057004000,D
34013016300,A
26163518600,D
20209042300,D
36061023501,D
20173002200,A
55079100100,C
42003472200,B
47157001400,D
42077001900,A
6075045100,C
34003003200,C
36005008500,D
23005001500,A
36029016800,C
25017311300,B
47157003400,B
42003561400,B
22071013000,C
48485013000,E
34013011400,B
29095003400,D
17031710400,C
6037301501,B
6073008311,A
17043843800,C
18163000300,C
17031020400,B
39035161300,B
36027220901,B
39049009000,A
36047044800,C
36047093000,C
6073004600,D
6037183702,C
48029130700,D
31055003300,B
36047022800,D
34013018800,A
31055005000,A
55079018100,D
25025010701,C
36047077600,B
6037143500,B
36047117201,C
26163511300,C
29095008200,B
49035101500,B
34013009200,C
17031817400,C
17201000401,B
26163525600,D
39035115800,D
6037201200,D
6037405102,D
36119002405,C
36047017600,C
26145001700,C
51710002300,B
36055009601,D
42101006200,C
36005020900,C
31055002300,C
9001021000,B
34017004600,D
39049001300,B
26163535300,C
23005000600,D
18035000700,B
18141001000,C
36081109700,C
36055010901,C
17031815400,C
6037621002,D
17143002500,C
20209041300,C
26163510400,D
36005042100,B
19113001400,B
36081056800,C
42079212900,A
36081010300,C
25017341600,C
6037602301,D
39035105700,C
26163536600,C
25005642000,C
6037481103,D
1073002100,C
9001021100,B
26163537100,B
34031124500,C
12086002402,D
25005640300,B
36081101001,C
6001407101,C
8101002400,B
27137001600,C
12103023500,C
39035116300,C
26145001400,C
